"AnnualRefresh","Area","CompanyAltName","CompanyName","Degree","EquitySchedule","Experience","ExperienceLevel","GreenCard","JobFunction","JobType","Level","OtherOffer","PositionType","PostTime","PostTitle","PostUser","PromotionPkg","RelocationFee","Satisfaction","Season","Source","SpiderTime","URL","Year","_type"
"-","Greater Boston Area","-","Amazon","博士","5, 15, 25, 25","<3个月短暂实习/全职","fresh grad应届毕业生","-","码农类General","全职","-","FB","IC (Individual Contributor 技术岗，不管人)","null","亚麻Research Scientist","ForTheKing","-","-","-","1-3月","猎头","1.538877190993E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=367119&extra=page%3D11%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","不知名Hedge Fund","-","博士","/","<3个月短暂实习/全职","fresh grad应届毕业生","-","统计类","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","报个不知名hedge fund 回报论坛","shijy07","-","/","否","4-6月","猎头","1.538877192081E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=301661&extra=page%3D11%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Southern California","-","-","硕士","5,15, 40, 40","3个月-1年","在职跳槽","入职就办","码农类General","全职","4","No","IC (Individual Contributor 技术岗，不管人)","null","亚麻尔湾","Hack","-","1w","不去","4-6月","内推","1.538877192111E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=437304&extra=page%3D11%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2019","TrailItem"
"-","BayArea","-","Linkedin","硕士","4yr","<3个月短暂实习/全职","fresh grad应届毕业生","H1B sponsorship","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","领英硕士return offer","toriqyan","-","-","-","7-9月","实习ReturnOffer","1.538877193203E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=436826&extra=page%3D11%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Google","硕士","25%/year","fresh grad 无实习/全职","fresh grad应届毕业生","-","码农类General","全职","","-","-","null","没想到有机会报offer 泪目。。","hitowings","-","3500","-","1-3月","内推","1.538877193579E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=191591&extra=page%3D11%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2016","TrailItem"
"","","","","","","","","","","","","","","null","Startup Houseparty mobile package","munez26","","","","","","1.538877194525E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=434594&extra=page%3D11%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","","TrailItem"
"-","Greater Seattle Area","-","Amazon","硕士","4y","1-3年","在职跳槽","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","亚马逊","xGuo","-","2.5k +","-","4-6月","内推","1.538877194657E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=400921&extra=page%3D11%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater Seattle Area","-","Facebook","硕士","quarterly","5-10年","在职跳槽","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","FB Seattle","glorywine","-","-","-","4-6月","内推","1.538877195845E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=427853&extra=page%3D11%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Linkedin","硕士","1-year cliff then 25%","1-3年","在职跳槽","-","码农类General","全职","-","Facebook, Microsoft","IC (Individual Contributor 技术岗，不管人)","null","灵英最近的老年包","maomaofhl","-","-","yes","1-3月","内推","1.538877196407E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=409508&extra=page%3D11%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater New York Area","纽约金融基金","-","博士","-","5-10年","在职跳槽","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","纽约金融基金马工包","dynastyW2","-","-","不一定","10-12月","猎头","1.53887719742E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=320903&extra=page%3D11%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2017","TrailItem"
"-","BayArea","Facebook Reality Lab","Facebook","博士","4","3-5年","在职跳槽","-","MachineLearningEng","全职","5","No","IC (Individual Contributor 技术岗，不管人)","null","Facebook Reality Lab E5 Research Scientist","flydance","-","-","Yes","7-9月","Other","1.538877198085E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=433226&extra=page%3D11%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"","","","","","","","","","","","","","","null","","null","","","","","","1.538877198197E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=430853&extra=page%3D11%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","","TrailItem"
"-","BayArea","-","Linkedin","本科","25 25 25 25","1-3年","在职跳槽","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","铃音包裹","pwh","-","-","-","7-9月","内推","1.538877200292E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=436247&extra=page%3D11%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Google","硕士","4 years","3个月-1年","在职跳槽","-","码农类General","全职","-","Axoni, 110k base+40k sign-on+80k equity","IC (Individual Contributor 技术岗，不管人)","null","狗厂新offer","christwsy","-","working on it","去","7-9月","Other","1.538877200787E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=437443&extra=page%3D11%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater Seattle Area","-","Amazon","博士","5, 15, 40, 40","1-3年","在职跳槽","-","码农类General","全职","5","-","IC (Individual Contributor 技术岗，不管人)","null","亚马逊 SDE II 包袱","kealyn","-","-","-","4-6月","内推","1.53887720101E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=424289&extra=page%3D11%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","美国其他地区","Memorial Health System","-","硕士","-","1-3年","fresh grad应届毕业生","好","Other","全职","-","Illinois National Bank, $50k,同意申请h1b, 工作内容更喜欢","-","null","文科生的两个offer!!!怎么选？！","Josephineliu","-","-","不知道！！！","4-6月","内推","1.538877201257E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=193831&extra=page%3D11%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2016","TrailItem"
"-","Canada","-","Google","硕士","25%","3-5年","在职跳槽","-","码农类General","全职","4","-","IC (Individual Contributor 技术岗，不管人)","null","Google 加拿大lowball求建议","waterwoodsthu","-","-","不满意","4-6月","内推","1.538877202309E12","http://www.1point3acres.com/bbs/thread-433518-1-1.html","2018","TrailItem"
"-","BayArea","-","-","硕士","1/4 1/4 1/4 1/4","5-10年","在职跳槽","-","MobileEng","全职","-","-","TLM (Tech Lead Manager仅少数公司有)","null","求分析！收到startup的offer，是否应该放弃大公司的机会","wzhipan","-","-","犹豫","7-9月","猎头","1.538877202516E12","http://www.1point3acres.com/bbs/thread-439850-1-1.html","2018","TrailItem"
"-","BayArea","-","滴滴","硕士","4 yrs","1-3年","在职跳槽","超友好，迅速办","分析|数据科学类","全职","-","有别家大包 Nego一轮， 到头了。","IC (Individual Contributor 技术岗，不管人)","null","滴滴大包","ak478564217","-","10K","时间点不合适","4-6月","网上海投","1.538877202932E12","http://www.1point3acres.com/bbs/thread-438255-1-1.html","2018","TrailItem"
"-","Greater Seattle Area","Apple","Oracle","硕士","25%*4","<3个月短暂实习/全职","fresh grad应届毕业生","-","码农类General","全职","-","Apple","IC (Individual Contributor 技术岗，不管人)","null","求比较Oracle vs Apple","laoganma","-","N/A","-","10-12月","校园招聘会","1.538877204454E12","http://www.1point3acres.com/bbs/thread-308148-1-1.html","2017","TrailItem"
"-","Southern California","Hulu","-","硕士","3年平分","1-3年","在职跳槽","-","分析|数据科学类","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","Hulu data scientist 新鲜跳槽包 lowball？","taiyanghouzi","-","全包","不知道 大家觉得怎么样","7-9月","内推","1.538877204911E12","http://www.1point3acres.com/bbs/thread-435369-1-1.html","2018","TrailItem"
"TBD","BayArea","-","Intuit","硕士","3 years","3-5年","在职跳槽","Friendly","码农类General","全职","-","N/A","IC (Individual Contributor 技术岗，不管人)","null","Intuit 包裹，回馈社会","倒序浏览","TBD","N/A","Highly possible","4-6月","内推","1.538877205683E12","http://www.1point3acres.com/bbs/thread-428953-1-1.html","2018","TrailItem"
"-","BayArea","-","Amazon","硕士","5,15,40,40","3-5年","在职跳槽","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","Amazon Alexa Embedded SDE2，大概是个标准包？","minker","-","10k?","应该不去了","1-3月","猎头","1.538877206755E12","http://www.1point3acres.com/bbs/thread-377594-1-1.html","2018","TrailItem"
"-","Greater New York Area","-","Bloomberg","硕士","-","3-5年","在职跳槽","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","BB offer","neverlandzzy","-","5000","-","7-9月","猎头","1.538877207611E12","http://www.1point3acres.com/bbs/thread-435233-1-1.html","2018","TrailItem"
"-","Greater Seattle Area","-","Google","硕士","monthly no cliff","5-10年","在职跳槽","-","码农类General","全职","4","-","IC (Individual Contributor 技术岗，不管人)","null","Ex-Googler return offer","zhjdenis","-","-","不去","4-6月","Other","1.538877207745E12","http://www.1point3acres.com/bbs/thread-429643-1-1.html","2018","TrailItem"
"-","Greater Seattle Area","-","Microsoft","博士","25 25 25 25","3-5年","在职跳槽","-","码农类General","全职","63","Oracle","IC (Individual Contributor 技术岗，不管人)","null","微軟巨低球","cchen93","-","-","-","7-9月","猎头","1.538877208962E12","http://www.1point3acres.com/bbs/thread-435018-1-1.html","2018","TrailItem"
"-","BayArea","Adecco@Google","Google","博士","N/A","<3个月短暂实习/全职","fresh grad应届毕业生","-","分析|数据科学类","合同工","-","现在的一家公司","IC (Individual Contributor 技术岗，不管人)","null","Google 一年合同，Quantitative UX researcher","taolongustc","-","N/A","在考虑","4-6月","Other","1.538877209817E12","http://www.1point3acres.com/bbs/thread-434612-1-1.html","2018","TrailItem"
"","","","","","","","","","","","","","","null","Workday Senior","mingxi0819","","","","","","1.53887721043E12","http://www.1point3acres.com/bbs/thread-430056-1-1.html","","TrailItem"
"-","Greater New York Area","-","Bloomberg","硕士","-","1-3年","在职跳槽","-","码农类General","全职","-","Google, Houzz, Robinhood","IC (Individual Contributor 技术岗，不管人)","null","Bloomberg with high base","cookie223","-","5k+full service+1 month","yes","1-3月","猎头","1.53887721142E12","http://www.1point3acres.com/bbs/thread-413080-1-1.html","2018","TrailItem"
"-","BayArea","-","滴滴","硕士","25/25/25/25","5-10年","在职跳槽","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","did 美研","倒序浏览","-","-","No","10-12月","网上海投","1.538877211548E12","http://www.1point3acres.com/bbs/thread-435109-1-1.html","2017","TrailItem"
"-","BayArea","-","Pinterest","博士","25/25/25/25","fresh grad 无实习/全职","fresh grad应届毕业生","-","MachineLearningEng","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","报一个phd朋友P家的offer","MrKey","-","-","-","4-6月","内推","1.538877212157E12","http://www.1point3acres.com/bbs/thread-435381-1-1.html","2018","TrailItem"
"-","BayArea","-","Google","硕士","25% 25% 25% 25%","3-5年","在职跳槽","入职办吧","码农类General","全职","3","当前工资，Uber","IC (Individual Contributor 技术岗，不管人)","null","Google L3包裹","倒序浏览","-","10K","去","4-6月","猎头","1.538877212801E12","http://www.1point3acres.com/bbs/thread-432887-1-1.html","2018","TrailItem"
"-","BayArea","-","Google","硕士","4 years, no cliff","3-5年","在职跳槽","-","码农类General","全职","3","Facebook, LinkedIn","IC (Individual Contributor 技术岗，不管人)","null","狗T3诚意包","winniecow","-","-","yes","7-9月","内推","1.538877213412E12","http://www.1point3acres.com/bbs/thread-434536-1-1.html","2018","TrailItem"
"-","BayArea","-","Lyft","博士","4yr","3-5年","在职跳槽","-","分析|数据科学类","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","Lyft 数据科学包裹","Yuming","-","-","-","4-6月","网上海投","1.538877213644E12","http://www.1point3acres.com/bbs/thread-432283-1-1.html","2018","TrailItem"
"-","BayArea","-","Lyft","博士","4 years","fresh grad 无实习/全职","fresh grad应届毕业生","-","分析|数据科学类","全职","-","FGAU","IC (Individual Contributor 技术岗，不管人)","null","Lyft data scientists","tianwen0815","-","-","-","10-12月","内推","1.538877214552E12","http://www.1point3acres.com/bbs/thread-311146-1-1.html","2017","TrailItem"
"-","BayArea","-","Google","博士","25-25-25-25","1-3年","在职跳槽","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","Google包裹","hello_","-","-","NO","10-12月","网上海投","1.538877215091E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=314365&extra=page%3D13%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2017","TrailItem"
"-","Greater New York Area","Turbonomic","-","博士","25,25,25,25","5-10年","fresh grad应届毕业生","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","Turbonomic","woodpig","-","-","不去","10-12月","内推","1.53887721566E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=311885&extra=page%3D13%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2017","TrailItem"
"-","Greater New York Area","-","Bloomberg","硕士","-","1-3年","在职跳槽","开始工作6个月","码农类General","全职","-","Off-Market price","IC (Individual Contributor 技术岗，不管人)","null","一个我超满意的Bloomberg 包裹","找工作啊找工作","-","5000 untaxed, 30天的免费temp house，提供搬家服务","满意，去","4-6月","猎头","1.538877215942E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=424598&extra=page%3D13%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"25-40%","BayArea","-","Linkedin","博士","4 Years, 25, 25 (quarterly), 25(quarterly), 25(quarterly)","3-5年","在职跳槽","-","码农类General","全职","3","-","IC (Individual Contributor 技术岗，不管人)","null","LinkedIn 2016年的offer","smugmug","-","25000","已经去了","1-3月","猎头","1.538877216804E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=433314&extra=page%3D13%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2016","TrailItem"
"-","BayArea","quantcast","-","硕士","25% 25% 25% 25%","<3个月短暂实习/全职","fresh grad应届毕业生","-","码农类General","全职","-","no","IC (Individual Contributor 技术岗，不管人)","null","quantcast new grad","静静de刷题","-","5k","-","4-6月","网上海投","1.538877217152E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=428807&extra=page%3D13%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","Ultimate Software","-","博士","不清楚","<3个月短暂实习/全职","fresh grad应届毕业生","-","分析|数据科学类","全职","1","L","IC (Individual Contributor 技术岗，不管人)","null","Ultimate software 贡献个数据点","木华黎_Reid","-","5000","-","7-9月","内推","1.53887721794E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=423749&extra=page%3D13%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Linkedin","博士","25","<3个月短暂实习/全职","fresh grad应届毕业生","-","码农类General","全职","-","Apple, F, Zillow","IC (Individual Contributor 技术岗，不管人)","null","L家不知道是不是低球","groundzyy1","-","-","大概率不去","1-3月","猎头","1.538877218251E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=378166&extra=page%3D13%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Microsoft","硕士","25 25 25 25","3-5年","在职跳槽","-","电路/电子/半导体类","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","microsoft硬件","lapore","-","-","-","4-6月","猎头","1.538877219321E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=429380&extra=page%3D13%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"似乎在25%左右","Greater Seattle Area","-","Zillow","博士","25","<3个月短暂实习/全职","fresh grad应届毕业生","-","码农类General","全职","-","FB， apple","IC (Individual Contributor 技术岗，不管人)","null","Zillow的不知道算不算低球包","groundzyy1","-","20k","在等match","1-3月","内推","1.538877220123E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=378193&extra=page%3D13%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","wish","-","硕士","四年","1-3年","在职跳槽","-","DataEng","全职","-","no","IC (Individual Contributor 技术岗，不管人)","null","wish risk 组 data eng","xuanyue","-","-","在犹豫, 接下来有coursera, expedia & google的onsite 在月底.","7-9月","网上海投","1.538877220281E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=433401&extra=page%3D13%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"NA","BayArea","alibaba","Apple","博士","25/25/25/25","3个月-1年","在职跳槽","good","码农类General","全职","3","alibaba","IC (Individual Contributor 技术岗，不管人)","null","果家标准包？","diyer","NA","NA","不去","1-3月","猎头","1.538877220338E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=400142&extra=page%3D13%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","VMWare","硕士","1/4, 1/4, 1/4/,1/4","<3个月短暂实习/全职","fresh grad应届毕业生","-","码农类General","全职","2","-","IC (Individual Contributor 技术岗，不管人)","null","VMware Full-time New Grad SE offer","fwb574","-","15000","去吧，没更好的","4-6月","内推","1.538877220907E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=433410&extra=page%3D13%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","-","-","-","-","-","-","-","-","-","-","-","-","-","null","初创公司","rosstalent","-","-","-","-","-","1.538877221539E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=433383&extra=page%3D13%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","-","TrailItem"
"-","BayArea","-","Nvidia","硕士","25 25 25 25","3-5年","在职跳槽","-","电路/电子/半导体类","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","Nvidia硬件","lapore","-","-","-","4-6月","内推","1.538877224754E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=429381&extra=page%3D13%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater New York Area","-","Uber","硕士","4 years","5-10年","在职跳槽","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","黑车 扭腰 饭馆租","taddyhuo","-","-","-","1-3月","网上海投","1.538877225422E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=383230&extra=page%3D13%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"－","BayArea","Unity Technologies","-","硕士","-","fresh grad 无实习/全职","fresh grad应届毕业生","－","DataEng","全职","-","－","IC (Individual Contributor 技术岗，不管人)","null","Unity Technologies","风屏","－","5000","－","4-6月","网上海投","1.538877226955E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=425488&extra=page%3D13%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"yes","Greater Seattle Area","Tableau","-","本科","25% after one year, then quarterly, 4 years","<3个月短暂实习/全职","fresh grad应届毕业生","after getting H1B","码农类General","全职","-","Microsoft","IC (Individual Contributor 技术岗，不管人)","null","帮朋友转发Tableau new grad标准包","iwlam525","yes","5K","yes","10-12月","内推","1.538877227249E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=432799&extra=page%3D13%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2017","TrailItem"
"-","-","-","-","-","-","-","-","-","-","-","","-","-","null","好几个月前的美的offer","johnsonlee0805","-","-","-","-","-","1.538877229122E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=433336&extra=page%3D13%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","-","TrailItem"
"-","Greater Seattle Area","-","Microsoft","博士","5 years","1-3年","在职跳槽","律师说EB1文章不够","工程类","全职","","拿着Qualcomm的offer beat出来的","-","null","Microsoft Offer","dapeng90000","-","No - 人在本地","Package满意，绿卡文章怎么凑","1-3月","Other","1.538877229502E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=244544&extra=page%3D13%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2017","TrailItem"
"-","BayArea","-","Google","硕士","-","3-5年","在职跳槽","-","码农类General","全职","3","-","IC (Individual Contributor 技术岗，不管人)","null","狗家硕士工作五年给entry level我是不是被hr阴了","crystalwolf79","-","-","-","4-6月","猎头","1.538877230303E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=425014&extra=page%3D13%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Google","硕士","25 25 25 25","3-5年","在职跳槽","-","电路/电子/半导体类","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","google hardware","lapore","-","-","去","4-6月","猎头","1.538877230535E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=431600&extra=page%3D13%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater Seattle Area","-","Oracle","硕士","25 25 25 25","3-5年","在职跳槽","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","甲骨文 云","mailishuati","-","-","不知道","4-6月","网上海投","1.538877231796E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=433271&extra=page%3D13%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater Seattle Area","-","Amazon","硕士","5,15,40,40","3个月-1年","在职跳槽","-","码农类General","全职","4","比现在的少","IC (Individual Contributor 技术岗，不管人)","null","亚麻中等包","xiaxiaya","-","10k 2yr contract","-","4-6月","Other","1.538877231955E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=433168&extra=page%3D13%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","唯品会美国分部","-","博士","N","<3个月短暂实习/全职","fresh grad应届毕业生","-","码农类General","实习","-","-","IC (Individual Contributor 技术岗，不管人)","null","报唯品会湾区research intern包裹","meame2018","-","N","不去","1-3月","猎头","1.538877232105E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=427933&extra=page%3D13%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater Seattle Area","-","Microsoft","硕士","25%","3个月-1年","其他","-","码农类General","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","巨硬正常包","878112146","-","-","-","4-6月","Other","1.538877233834E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=430964&extra=page%3D13%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater Seattle Area","-","Microsoft","硕士","5yr","1-3年","在职跳槽","-","码农类General","全职","","手头还有arstia network，头两家当做试金石的公司，都给了","-","null","microsoft azure offer","bumbing","-","9000","不去，和现在一样，虽然税后多，但是放弃了湾区的机会，钱没比现在多，还要去做封闭的技术stack","7-9月","校园招聘会","1.53887723505E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=199230&extra=page%3D13%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2016","TrailItem"
"-","Greater Seattle Area","-","Microsoft","硕士","25%  * 4 yr","1-3年","在职跳槽","3个月","码农类General","全职","60","IBM","IC (Individual Contributor 技术岗，不管人)","null","微软跳槽包FYI","gallardo","-","12k","-","10-12月","网上海投","1.53887723714E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=433977&extra=page%3D13%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2017","TrailItem"
"-","BayArea","-","Pinterest","硕士","25 25 25 25","5-10年","在职跳槽","-","码农类General","全职","5","-","IC (Individual Contributor 技术岗，不管人)","null","钉有趣包裹","seaseed","-","-","不去","4-6月","内推","1.5388772394E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=432669&extra=page%3D13%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","北京","-","Microsoft","硕士","25%/year","3-5年","在职跳槽","-","码农类General","全职","63","无","IC (Individual Contributor 技术岗，不管人)","null","北京微软Offer，求建议是否该回国","倒序浏览","-","100000RMB","-","4-6月","猎头","1.538877240839E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=433266&extra=page%3D13%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","-","Amazon","硕士","大家都懂的","5-10年","在职跳槽","-","码农类General","全职","5","被其他公司晾着","IC (Individual Contributor 技术岗，不管人)","null","Amazon Alexa SDE II","ttyrueiwoqp","-","没说具体数字","挺不错 目前首选","1-3月","Other","1.538877240929E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=372930&extra=page%3D13%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","BayArea","Walmart Ecommerce","-","硕士","1 2 3 4","3-5年","在职跳槽","不知道","码农类General","全职","4","-","IC (Individual Contributor 技术岗，不管人)","null","Walmart Sr SDET 包裹","wuyou8933","-","-","不去","4-6月","网上海投","1.53887724094E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=430194&extra=page%3D13%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","美国其他地区","-","-","博士","无","<3个月短暂实习/全职","fresh grad应届毕业生","-","Other","全职","-","-","IC (Individual Contributor 技术岗，不管人)","null","City Bank","renbaoshan","-","-","已去","1-3月","网上海投","1.538877242658E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=434141&extra=page%3D13%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Greater New York Area","-","Bloomberg","硕士","没上市","3个月-1年","在职跳槽","-","码农类General","全职","-","软，start up","IC (Individual Contributor 技术岗，不管人)","null","bb一年经验跳槽包","aokise","-","-","不去","4-6月","猎头","1.538877243399E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=429567&extra=page%3D13%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
"-","Chicago","Chase","-","硕士","4","<3个月短暂实习/全职","fresh grad应届毕业生","听说给办","分析|数据科学类","全职","-","继续找","IC (Individual Contributor 技术岗，不管人)","null","【offer】chase DS","薇薇娜娜","-","5k","还在考虑","10-12月","网上海投","1.538877244593E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=311726&extra=page%3D13%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2017","TrailItem"
"-","Greater Seattle Area","-","Facebook","博士","25 25 25 25","5-10年","在职跳槽","-","码农类General","全职","4","-","IC (Individual Contributor 技术岗，不管人)","null","fb被低级别，求建议","倒序浏览","-","不知道","-","4-6月","猎头","1.538877245093E12","http://www.1point3acres.com/bbs/forum.php?mod=viewthread&tid=431982&extra=page%3D13%26filter%3Dsortid%26sortid%3D320%26sortid%3D320","2018","TrailItem"
