"Data","DataType","PostID","_type"
"600","Equity","212638","AjaxItem"
"10%(2x per year)","YearlyBonus","166122","AjaxItem"
"25,000","SignBonus","166122","AjaxItem"
"100k / 4y","Equity","166122","AjaxItem"
"115,000","BaseSalary","166122","AjaxItem"
"Entry Level","Title","166122","AjaxItem"
"15%max","YearlyBonus","210766","AjaxItem"
"15k","SignBonus","210766","AjaxItem"
"135","Equity","210766","AjaxItem"
"120,000","BaseSalary","210766","AjaxItem"
"T3","Title","210766","AjaxItem"
"15%","YearlyBonus","178486","AjaxItem"
"50K","SignBonus","178486","AjaxItem"
"500","Equity","178486","AjaxItem"
"software engineer","Title","178486","AjaxItem"
"160K","BaseSalary","178486","AjaxItem"
"10%","YearlyBonus","210997","AjaxItem"
"n/a","SignBonus","210997","AjaxItem"
"n/a","Equity","210997","AjaxItem"
"130k","BaseSalary","210997","AjaxItem"
"n/a","Title","210997","AjaxItem"
"20k? not promised","YearlyBonus","177388","AjaxItem"
"12%","YearlyBonus","208372","AjaxItem"
"25k","SignBonus","208372","AjaxItem"
"40k","Equity","208372","AjaxItem"
"100k","BaseSalary","208372","AjaxItem"
"entry","Title","208372","AjaxItem"
"20%","YearlyBonus","208820","AjaxItem"
"80K","SignBonus","208820","AjaxItem"
"120K","Equity","208820","AjaxItem"
"107K","BaseSalary","208820","AjaxItem"
"59","Title","208820","AjaxItem"
"N/A","YearlyBonus","186910","AjaxItem"
"20,000","SignBonus","186910","AjaxItem"
"105,000","Equity","186910","AjaxItem"
"Hardware Development Engineer 3","Title","186910","AjaxItem"
"130,000","BaseSalary","186910","AjaxItem"
"10% (semi-annual)","YearlyBonus","199783","AjaxItem"
"75K","SignBonus","199783","AjaxItem"
"320K","Equity","199783","AjaxItem"
"140K","BaseSalary","199783","AjaxItem"
"research scientist","Title","199783","AjaxItem"
"N/A","YearlyBonus","209666","AjaxItem"
"20k+16k","SignBonus","209666","AjaxItem"
"85 unit","Equity","209666","AjaxItem"
"0","YearlyBonus","207925","AjaxItem"
"45k (in 2 years)","SignBonus","207925","AjaxItem"
"80k","Equity","207925","AjaxItem"
"135k","BaseSalary","207925","AjaxItem"
"L4","Title","207925","AjaxItem"
"5%","YearlyBonus","208489","AjaxItem"
"0","SignBonus","208489","AjaxItem"
"0","Equity","208489","AjaxItem"
"117k","BaseSalary","208489","AjaxItem"
"SE2","Title","208489","AjaxItem"
"10%-20%","YearlyBonus","208559","AjaxItem"
"100000","SignBonus","208559","AjaxItem"
"160000","Equity","208559","AjaxItem"
"107000","BaseSalary","208559","AjaxItem"
"E3","Title","208559","AjaxItem"
"15% target bonus","YearlyBonus","206842","AjaxItem"
"50k","SignBonus","206842","AjaxItem"
"310 GSU","Equity","206842","AjaxItem"
"115k","BaseSalary","206842","AjaxItem"
"Entry-level","Title","206842","AjaxItem"
"0","YearlyBonus","208492","AjaxItem"
"0","SignBonus","208492","AjaxItem"
"125","Equity","208492","AjaxItem"
"0","YearlyBonus","204988","AjaxItem"
"10,000","SignBonus","204988","AjaxItem"
"322,560","Equity","204988","AjaxItem"
"120,000","BaseSalary","204988","AjaxItem"
"Entry level","Title","204988","AjaxItem"
"n/a","YearlyBonus","207185","AjaxItem"
"30k","SignBonus","207185","AjaxItem"
"180k","BaseSalary","207185","AjaxItem"
"400k/4 years","Equity","207185","AjaxItem"
"Senior Software Engineer","Title","207185","AjaxItem"
"10%","YearlyBonus","201723","AjaxItem"
"3万","SignBonus","201723","AjaxItem"
"300000","Equity","201723","AjaxItem"
"170000","BaseSalary","201723","AjaxItem"
"senior engineer","Title","201723","AjaxItem"
"10%","YearlyBonus","207211","AjaxItem"
"100K","SignBonus","207211","AjaxItem"
"107k","BaseSalary","207211","AjaxItem"
"150k","Equity","207211","AjaxItem"
"E3","Title","207211","AjaxItem"
"0-20, 10% average","YearlyBonus","205674","AjaxItem"
"25,000","SignBonus","205674","AjaxItem"
"45000","Equity","205674","AjaxItem"
"120,000","BaseSalary","205674","AjaxItem"
"应该是L60","Title","205674","AjaxItem"
"10%","YearlyBonus","189637","AjaxItem"
"60000","SignBonus","189637","AjaxItem"
"105000","Equity","189637","AjaxItem"
"145000","BaseSalary","189637","AjaxItem"
"4","Title","189637","AjaxItem"
"15%","YearlyBonus","206167","AjaxItem"
"Non","SignBonus","206167","AjaxItem"
"Non","Equity","206167","AjaxItem"
"11750","BaseSalary","206167","AjaxItem"
"Software Engineer","Title","206167","AjaxItem"
"0","YearlyBonus","201832","AjaxItem"
"1W","SignBonus","201832","AjaxItem"
"32.3W","Equity","201832","AjaxItem"
"12W","BaseSalary","201832","AjaxItem"
"NewGrad","Title","201832","AjaxItem"
"15%","YearlyBonus","188924","AjaxItem"
"25,000","SignBonus","188924","AjaxItem"
"250,000","Equity","188924","AjaxItem"
"15%","YearlyBonus","202445","AjaxItem"
"20k","SignBonus","202445","AjaxItem"
"135","Equity","202445","AjaxItem"
"115k","BaseSalary","202445","AjaxItem"
"T3","Title","202445","AjaxItem"
"NONE!!!","YearlyBonus","204050","AjaxItem"
"10k relo + 10k signon","SignBonus","204050","AjaxItem"
"645k","Equity","204050","AjaxItem"
"130k","BaseSalary","204050","AjaxItem"
"Level 2","Title","204050","AjaxItem"
"15%","YearlyBonus","205045","AjaxItem"
"30000","SignBonus","205045","AjaxItem"
"300000","Equity","205045","AjaxItem"
"140000","BaseSalary","205045","AjaxItem"
"Engineer","Title","205045","AjaxItem"
"10%","YearlyBonus","205028","AjaxItem"
"10000","SignBonus","205028","AjaxItem"
"30000","Equity","205028","AjaxItem"
"136000","BaseSalary","205028","AjaxItem"
"61","Title","205028","AjaxItem"
"15%","YearlyBonus","205221","AjaxItem"
"0","SignBonus","205221","AjaxItem"
"190","Equity","205221","AjaxItem"
"没说就当没有咯","YearlyBonus","171678","AjaxItem"
"30000/1st year, 25000/2nd  year","SignBonus","171678","AjaxItem"
"175/4years","Equity","171678","AjaxItem"
"145000","BaseSalary","171678","AjaxItem"
"(号称是senior)其实也就是SDE II","Title","171678","AjaxItem"
"Refresh","YearlyBonus","203968","AjaxItem"
"75000","SignBonus","203968","AjaxItem"
"240","Equity","203968","AjaxItem"
"155000","BaseSalary","203968","AjaxItem"
"5","Title","203968","AjaxItem"
"10% target","YearlyBonus","204023","AjaxItem"
"100k","SignBonus","204023","AjaxItem"
"300k","Equity","204023","AjaxItem"
"160k","BaseSalary","204023","AjaxItem"
"4","Title","204023","AjaxItem"
"按performance","YearlyBonus","176466","AjaxItem"
"30K","SignBonus","176466","AjaxItem"
"250K","Equity","176466","AjaxItem"
"140K","BaseSalary","176466","AjaxItem"
"Software Engineer","Title","176466","AjaxItem"
"15%","YearlyBonus","202497","AjaxItem"
"40k","SignBonus","202497","AjaxItem"
"340","Equity","202497","AjaxItem"
"130k","BaseSalary","202497","AjaxItem"
"t3","Title","202497","AjaxItem"
"3w","YearlyBonus","178089","AjaxItem"
"0","SignBonus","178089","AjaxItem"
"45w","Equity","178089","AjaxItem"
"11.7w","BaseSalary","178089","AjaxItem"
"SDE1","Title","178089","AjaxItem"
"12%","YearlyBonus","183373","AjaxItem"
"1w","SignBonus","183373","AjaxItem"
"10w","Equity","183373","AjaxItem"
"125000","BaseSalary","183373","AjaxItem"
"SDEII","Title","183373","AjaxItem"
"15%","YearlyBonus","201887","AjaxItem"
"20k","SignBonus","201887","AjaxItem"
"250 GSUs","Equity","201887","AjaxItem"
"115k","BaseSalary","201887","AjaxItem"
"T3?","Title","201887","AjaxItem"
"-","YearlyBonus","202136","AjaxItem"
"26000 + 26000","SignBonus","202136","AjaxItem"
"65,000","Equity","202136","AjaxItem"
"10%","YearlyBonus","201565","AjaxItem"
"160k","Equity","201565","AjaxItem"
"115k","BaseSalary","201565","AjaxItem"
"75k","SignBonus","201565","AjaxItem"
"E3","Title","201565","AjaxItem"
"15%","YearlyBonus","201570","AjaxItem"
"15000","SignBonus","201570","AjaxItem"
"370000","Equity","201570","AjaxItem"
"150000","BaseSalary","201570","AjaxItem"
"Senior","Title","201570","AjaxItem"
"Top 25% up to $111000, highest performer up to $222000,lowest 20% no bonus","YearlyBonus","176899","AjaxItem"
"0","SignBonus","176899","AjaxItem"
"5082 for 4 years","Equity","176899","AjaxItem"
"140000","BaseSalary","176899","AjaxItem"
"Software Engineer II","Title","176899","AjaxItem"
"0~138000","YearlyBonus","166426","AjaxItem"
"0","SignBonus","166426","AjaxItem"
"5000","Equity","166426","AjaxItem"
"110000","BaseSalary","166426","AjaxItem"
"Software Engineer I","Title","166426","AjaxItem"
"no","YearlyBonus","192444","AjaxItem"
"<h3 class=""flb""><em>提示信息</em><span><a href=""javascript:;"" class=""flbc"" onclick=""hideWindow('');"" title=""关闭"">关闭</a></span></h3>
<div class=""c altw"">
<div class=""alert_error"">抱歉，本帖要求阅读权限高于 80 才能浏览<script type=""text/javascript"" reload=""1"">if(typeof errorhandle_=='function') {errorhandle_('抱歉，本帖要求阅读权限高于 80 才能浏览', {'readperm':'80'});}</script></div>
</div>
<p class=""o pns"">
<button type=""button"" class=""pn pnc"" id=""closebtn"" onclick=""hideWindow('');""><strong>确定</strong></button>
<script type=""text/javascript"" reload=""1"">if($('closebtn')) {$('closebtn').focus();}</script>
</p>
","YearlyBonus","200592","AjaxItem"
"<h3 class=""flb""><em>提示信息</em><span><a href=""javascript:;"" class=""flbc"" onclick=""hideWindow('');"" title=""关闭"">关闭</a></span></h3>
<div class=""c altw"">
<div class=""alert_error"">抱歉，本帖要求阅读权限高于 80 才能浏览<script type=""text/javascript"" reload=""1"">if(typeof errorhandle_=='function') {errorhandle_('抱歉，本帖要求阅读权限高于 80 才能浏览', {'readperm':'80'});}</script></div>
</div>
<p class=""o pns"">
<button type=""button"" class=""pn pnc"" id=""closebtn"" onclick=""hideWindow('');""><strong>确定</strong></button>
<script type=""text/javascript"" reload=""1"">if($('closebtn')) {$('closebtn').focus();}</script>
</p>
","SignBonus","200592","AjaxItem"
"<h3 class=""flb""><em>提示信息</em><span><a href=""javascript:;"" class=""flbc"" onclick=""hideWindow('');"" title=""关闭"">关闭</a></span></h3>
<div class=""c altw"">
<div class=""alert_error"">抱歉，本帖要求阅读权限高于 80 才能浏览<script type=""text/javascript"" reload=""1"">if(typeof errorhandle_=='function') {errorhandle_('抱歉，本帖要求阅读权限高于 80 才能浏览', {'readperm':'80'});}</script></div>
</div>
<p class=""o pns"">
<button type=""button"" class=""pn pnc"" id=""closebtn"" onclick=""hideWindow('');""><strong>确定</strong></button>
<script type=""text/javascript"" reload=""1"">if($('closebtn')) {$('closebtn').focus();}</script>
</p>
","Equity","200592","AjaxItem"
"<h3 class=""flb""><em>提示信息</em><span><a href=""javascript:;"" class=""flbc"" onclick=""hideWindow('');"" title=""关闭"">关闭</a></span></h3>
<div class=""c altw"">
<div class=""alert_error"">抱歉，本帖要求阅读权限高于 80 才能浏览<script type=""text/javascript"" reload=""1"">if(typeof errorhandle_=='function') {errorhandle_('抱歉，本帖要求阅读权限高于 80 才能浏览', {'readperm':'80'});}</script></div>
</div>
<p class=""o pns"">
<button type=""button"" class=""pn pnc"" id=""closebtn"" onclick=""hideWindow('');""><strong>确定</strong></button>
<script type=""text/javascript"" reload=""1"">if($('closebtn')) {$('closebtn').focus();}</script>
</p>
","BaseSalary","200592","AjaxItem"
"<h3 class=""flb""><em>提示信息</em><span><a href=""javascript:;"" class=""flbc"" onclick=""hideWindow('');"" title=""关闭"">关闭</a></span></h3>
<div class=""c altw"">
<div class=""alert_error"">抱歉，本帖要求阅读权限高于 80 才能浏览<script type=""text/javascript"" reload=""1"">if(typeof errorhandle_=='function') {errorhandle_('抱歉，本帖要求阅读权限高于 80 才能浏览', {'readperm':'80'});}</script></div>
</div>
<p class=""o pns"">
<button type=""button"" class=""pn pnc"" id=""closebtn"" onclick=""hideWindow('');""><strong>确定</strong></button>
<script type=""text/javascript"" reload=""1"">if($('closebtn')) {$('closebtn').focus();}</script>
</p>
","Title","200592","AjaxItem"
"<h3 class=""flb""><em>提示信息</em><span><a href=""javascript:;"" class=""flbc"" onclick=""hideWindow('');"" title=""关闭"">关闭</a></span></h3>
<div class=""c altw"">
<div class=""alert_error"">抱歉，本帖要求阅读权限高于 80 才能浏览<script type=""text/javascript"" reload=""1"">if(typeof errorhandle_=='function') {errorhandle_('抱歉，本帖要求阅读权限高于 80 才能浏览', {'readperm':'80'});}</script></div>
</div>
<p class=""o pns"">
<button type=""button"" class=""pn pnc"" id=""closebtn"" onclick=""hideWindow('');""><strong>确定</strong></button>
<script type=""text/javascript"" reload=""1"">if($('closebtn')) {$('closebtn').focus();}</script>
</p>
","YearlyBonus","200598","AjaxItem"
"<h3 class=""flb""><em>提示信息</em><span><a href=""javascript:;"" class=""flbc"" onclick=""hideWindow('');"" title=""关闭"">关闭</a></span></h3>
<div class=""c altw"">
<div class=""alert_error"">抱歉，本帖要求阅读权限高于 80 才能浏览<script type=""text/javascript"" reload=""1"">if(typeof errorhandle_=='function') {errorhandle_('抱歉，本帖要求阅读权限高于 80 才能浏览', {'readperm':'80'});}</script></div>
</div>
<p class=""o pns"">
<button type=""button"" class=""pn pnc"" id=""closebtn"" onclick=""hideWindow('');""><strong>确定</strong></button>
<script type=""text/javascript"" reload=""1"">if($('closebtn')) {$('closebtn').focus();}</script>
</p>
","SignBonus","200598","AjaxItem"
"<h3 class=""flb""><em>提示信息</em><span><a href=""javascript:;"" class=""flbc"" onclick=""hideWindow('');"" title=""关闭"">关闭</a></span></h3>
<div class=""c altw"">
<div class=""alert_error"">抱歉，本帖要求阅读权限高于 80 才能浏览<script type=""text/javascript"" reload=""1"">if(typeof errorhandle_=='function') {errorhandle_('抱歉，本帖要求阅读权限高于 80 才能浏览', {'readperm':'80'});}</script></div>
</div>
<p class=""o pns"">
<button type=""button"" class=""pn pnc"" id=""closebtn"" onclick=""hideWindow('');""><strong>确定</strong></button>
<script type=""text/javascript"" reload=""1"">if($('closebtn')) {$('closebtn').focus();}</script>
</p>
","Equity","200598","AjaxItem"
"<h3 class=""flb""><em>提示信息</em><span><a href=""javascript:;"" class=""flbc"" onclick=""hideWindow('');"" title=""关闭"">关闭</a></span></h3>
<div class=""c altw"">
<div class=""alert_error"">抱歉，本帖要求阅读权限高于 80 才能浏览<script type=""text/javascript"" reload=""1"">if(typeof errorhandle_=='function') {errorhandle_('抱歉，本帖要求阅读权限高于 80 才能浏览', {'readperm':'80'});}</script></div>
</div>
<p class=""o pns"">
<button type=""button"" class=""pn pnc"" id=""closebtn"" onclick=""hideWindow('');""><strong>确定</strong></button>
<script type=""text/javascript"" reload=""1"">if($('closebtn')) {$('closebtn').focus();}</script>
</p>
","BaseSalary","200598","AjaxItem"
"<h3 class=""flb""><em>提示信息</em><span><a href=""javascript:;"" class=""flbc"" onclick=""hideWindow('');"" title=""关闭"">关闭</a></span></h3>
<div class=""c altw"">
<div class=""alert_error"">抱歉，本帖要求阅读权限高于 80 才能浏览<script type=""text/javascript"" reload=""1"">if(typeof errorhandle_=='function') {errorhandle_('抱歉，本帖要求阅读权限高于 80 才能浏览', {'readperm':'80'});}</script></div>
</div>
<p class=""o pns"">
<button type=""button"" class=""pn pnc"" id=""closebtn"" onclick=""hideWindow('');""><strong>确定</strong></button>
<script type=""text/javascript"" reload=""1"">if($('closebtn')) {$('closebtn').focus();}</script>
</p>
","Title","200598","AjaxItem"
"0","YearlyBonus","199747","AjaxItem"
"40K+30K","SignBonus","199747","AjaxItem"
"135 RSUs / 4 years","Equity","199747","AjaxItem"
"135K","BaseSalary","199747","AjaxItem"
"不清楚","Title","199747","AjaxItem"
"15%","YearlyBonus","200616","AjaxItem"
"20k","SignBonus","200616","AjaxItem"
"250","Equity","200616","AjaxItem"
"115k","BaseSalary","200616","AjaxItem"
"T3","Title","200616","AjaxItem"
"15%","YearlyBonus","200193","AjaxItem"
"N/A","YearlyBonus","189328","AjaxItem"
"44k over 2 years","SignBonus","189328","AjaxItem"
"53k over 4 years","Equity","189328","AjaxItem"
"100k","BaseSalary","189328","AjaxItem"
"Software Development Engineer","Title","189328","AjaxItem"
"0 to 220k rsu","YearlyBonus","166237","AjaxItem"
"0","SignBonus","166237","AjaxItem"
"18000/4years","Equity","166237","AjaxItem"
"135000","BaseSalary","166237","AjaxItem"
"senior software engineer","Title","166237","AjaxItem"
"N/A, stock refresh","YearlyBonus","198946","AjaxItem"
"50k 1st year, 38k 2nd year","SignBonus","198946","AjaxItem"
"150","Equity","198946","AjaxItem"
"140k","BaseSalary","198946","AjaxItem"
"SDE II Level 5","Title","198946","AjaxItem"
"0","YearlyBonus","187332","AjaxItem"
"0","SignBonus","187332","AjaxItem"
"9300","Equity","187332","AjaxItem"
"143000","BaseSalary","187332","AjaxItem"
"2","Title","187332","AjaxItem"
"NONE","YearlyBonus","199667","AjaxItem"
"10%","YearlyBonus","196179","AjaxItem"
"None","SignBonus","196179","AjaxItem"
"None","Equity","196179","AjaxItem"
"125000","BaseSalary","196179","AjaxItem"
"Data Scientist","Title","196179","AjaxItem"
"","YearlyBonus","187425","AjaxItem"
"","SignBonus","187425","AjaxItem"
"720k rsu (48$ per share)","Equity","187425","AjaxItem"
"14300","BaseSalary","187425","AjaxItem"
"","Title","187425","AjaxItem"
"perf based","YearlyBonus","194056","AjaxItem"
"20,000","SignBonus","194056","AjaxItem"
"300,000","Equity","194056","AjaxItem"
"140,000","BaseSalary","194056","AjaxItem"
"software engineer","Title","194056","AjaxItem"
"无","YearlyBonus","192315","AjaxItem"
"无","SignBonus","192315","AjaxItem"
"70000","Equity","193867","AjaxItem"
"100k","Equity","192315","AjaxItem"
"min 30%,  half cash half RSU","YearlyBonus","193850","AjaxItem"
"10k","SignBonus","193850","AjaxItem"
"part of annual bonus","Equity","193850","AjaxItem"
"$150k","BaseSalary","193850","AjaxItem"
"SDE","Title","193850","AjaxItem"
"10%","YearlyBonus","187167","AjaxItem"
"15K","SignBonus","187167","AjaxItem"
"20K","Equity","187167","AjaxItem"
"140K","BaseSalary","187167","AjaxItem"
"senior design engineer","Title","187167","AjaxItem"
"15%","YearlyBonus","194055","AjaxItem"
"15,000","SignBonus","194055","AjaxItem"
"300,000","Equity","194055","AjaxItem"
"150,000","BaseSalary","194055","AjaxItem"
"4","Title","194055","AjaxItem"
"n/a","YearlyBonus","194101","AjaxItem"
"n/a","SignBonus","194101","AjaxItem"
"10","YearlyBonus","178861","AjaxItem"
"60000","SignBonus","178861","AjaxItem"
"240000","Equity","178861","AjaxItem"
"140000","BaseSalary","178861","AjaxItem"
"4","Title","178861","AjaxItem"
"15%","YearlyBonus","191298","AjaxItem"
"15k","SignBonus","191298","AjaxItem"
"250","Equity","191298","AjaxItem"
"115000","BaseSalary","191298","AjaxItem"
"SDE","Title","191298","AjaxItem"
"0","YearlyBonus","192407","AjaxItem"
"5000","SignBonus","192407","AjaxItem"
"0","Equity","192407","AjaxItem"
"90000","BaseSalary","192407","AjaxItem"
"Data scientist","Title","192407","AjaxItem"
"10%","YearlyBonus","192025","AjaxItem"
"40k","SignBonus","192025","AjaxItem"
"150k","Equity","192025","AjaxItem"
"145k","BaseSalary","192025","AjaxItem"
"15%","YearlyBonus","186861","AjaxItem"
"80k","SignBonus","186861","AjaxItem"
"20k","Equity","186861","AjaxItem"
"180k","BaseSalary","186861","AjaxItem"
"号称在senior级别","Title","186861","AjaxItem"
"~11%","YearlyBonus","189883","AjaxItem"
"NA","SignBonus","189883","AjaxItem"
"NA","Equity","189883","AjaxItem"
"95K","BaseSalary","189883","AjaxItem"
"software engineer","Title","189883","AjaxItem"
"N/A","YearlyBonus","190017","AjaxItem"
"35000","SignBonus","190017","AjaxItem"
"92000","BaseSalary","190017","AjaxItem"
"SDE1","Title","190017","AjaxItem"
"250 RSU","Equity","190017","AjaxItem"
"no bous, promotion","YearlyBonus","183647","AjaxItem"
"30k","SignBonus","183647","AjaxItem"
"645120","Equity","183647","AjaxItem"
"130k","BaseSalary","183647","AjaxItem"
"software engineer","Title","183647","AjaxItem"
"8%","YearlyBonus","188081","AjaxItem"
"8k","SignBonus","188081","AjaxItem"
"木有","Equity","188081","AjaxItem"
"77k","BaseSalary","188081","AjaxItem"
"gbl supl qual mgmt advisor 名字N长然并卵","Title","188081","AjaxItem"
"0","YearlyBonus","188016","AjaxItem"
"0","SignBonus","188016","AjaxItem"
"2400/4","Equity","188016","AjaxItem"
"130k","BaseSalary","188016","AjaxItem"
"N/A","Title","188016","AjaxItem"
"0","YearlyBonus","187305","AjaxItem"
"2200x2","SignBonus","187305","AjaxItem"
"53000","Equity","187305","AjaxItem"
"10500","BaseSalary","187305","AjaxItem"
"SDEI","Title","187305","AjaxItem"
"0-20%","YearlyBonus","188338","AjaxItem"
"4W","SignBonus","188338","AjaxItem"
"6W","Equity","188338","AjaxItem"
"132K","BaseSalary","188338","AjaxItem"
"SDE 2","Title","188338","AjaxItem"
"unknown","YearlyBonus","188345","AjaxItem"
"30k","SignBonus","188345","AjaxItem"
"75k","Equity","188345","AjaxItem"
"100k","BaseSalary","188345","AjaxItem"
"SDE","Title","188345","AjaxItem"
"n/a","YearlyBonus","186763","AjaxItem"
"22k/2yrs * 2","SignBonus","186763","AjaxItem"
"rsu 53k 4yrs 5% 15% 40% 40%","Equity","186763","AjaxItem"
"100k","BaseSalary","186763","AjaxItem"
"sde1","Title","186763","AjaxItem"
"top25% 69k股票, top1 138k股票","YearlyBonus","167034","AjaxItem"
"0","SignBonus","167034","AjaxItem"
"4828RSU/4yrs","Equity","167034","AjaxItem"
"110k","BaseSalary","167034","AjaxItem"
"Entry-level","Title","167034","AjaxItem"
"无","YearlyBonus","166883","AjaxItem"
"22000*2","SignBonus","166883","AjaxItem"
"53000RSU","Equity","166883","AjaxItem"
"100000","BaseSalary","166883","AjaxItem"
"Entry Level","Title","166883","AjaxItem"
"NA","YearlyBonus","187072","AjaxItem"
"20K","SignBonus","187072","AjaxItem"
"322K","Equity","187072","AjaxItem"
"120K","BaseSalary","187072","AjaxItem"
"New Grad SDE","Title","187072","AjaxItem"
"0","YearlyBonus","183663","AjaxItem"
"30000","SignBonus","183663","AjaxItem"
"600000/4 years","Equity","183663","AjaxItem"
"130k","BaseSalary","183663","AjaxItem"
"software engineer","Title","183663","AjaxItem"
"10%","YearlyBonus","182480","AjaxItem"
"0","SignBonus","182480","AjaxItem"
"0","Equity","182480","AjaxItem"
"85000","BaseSalary","182480","AjaxItem"
"junior","Title","182480","AjaxItem"
"N/A","YearlyBonus","165481","AjaxItem"
"5000","SignBonus","165481","AjaxItem"
"N/A","Equity","165481","AjaxItem"
"75000","BaseSalary","165481","AjaxItem"
"Trading programmer","Title","165481","AjaxItem"
"0","YearlyBonus","176682","AjaxItem"
"10000","SignBonus","176682","AjaxItem"
"$70,000/4","Equity","176682","AjaxItem"
"120,000","BaseSalary","176682","AjaxItem"
"Software Engineer","Title","176682","AjaxItem"
"0","YearlyBonus","182398","AjaxItem"
"0","SignBonus","182398","AjaxItem"
"125000/4","Equity","182398","AjaxItem"
"10%","YearlyBonus","181900","AjaxItem"
"40K","SignBonus","181900","AjaxItem"
"50K","Equity","181900","AjaxItem"
"150K","BaseSalary","181900","AjaxItem"
"Research Scientist","Title","181900","AjaxItem"
"0","YearlyBonus","182093","AjaxItem"
"3w","SignBonus","182093","AjaxItem"
"20w","Equity","182093","AjaxItem"
"13w","BaseSalary","182093","AjaxItem"
"Software Engineer","Title","182093","AjaxItem"
"RSU refresh, once per six month","YearlyBonus","182158","AjaxItem"
"17500","SignBonus","182158","AjaxItem"
"12000 RSU","Equity","182158","AjaxItem"
"115000","BaseSalary","182158","AjaxItem"
"Software Engineer","Title","182158","AjaxItem"
"N/A","YearlyBonus","182167","AjaxItem"
"N/A","SignBonus","182167","AjaxItem"
"100k","Equity","182167","AjaxItem"
"120K","BaseSalary","182167","AjaxItem"
"Software Engineer","Title","182167","AjaxItem"
"5%","YearlyBonus","179267","AjaxItem"
"15%","YearlyBonus","177753","AjaxItem"
"0","SignBonus","177753","AjaxItem"
"250","Equity","177753","AjaxItem"
"115000","BaseSalary","177753","AjaxItem"
"L3","Title","177753","AjaxItem"
"N/A","YearlyBonus","177849","AjaxItem"
"2000","SignBonus","177849","AjaxItem"
"N/A","Equity","177849","AjaxItem"
"108000","BaseSalary","177849","AjaxItem"
"Software Engineer","Title","177849","AjaxItem"
"0~20%","YearlyBonus","178217","AjaxItem"
"15k","SignBonus","178217","AjaxItem"
"120k stock","Equity","178217","AjaxItem"
"106k","BaseSalary","178217","AjaxItem"
"SWE","Title","178217","AjaxItem"
"na","YearlyBonus","176436","AjaxItem"
"22k+22k","SignBonus","176436","AjaxItem"
"56k(4 yrs)","Equity","176436","AjaxItem"
"10.5k","YearlyBonus","176040","AjaxItem"
"N/A","SignBonus","176040","AjaxItem"
"N/A","Equity","176040","AjaxItem"
"124500","BaseSalary","176040","AjaxItem"
"entry","Title","176040","AjaxItem"
"10% maybe","YearlyBonus","165938","AjaxItem"
"0","SignBonus","165938","AjaxItem"
"250 share","Equity","165938","AjaxItem"
"120000","BaseSalary","165938","AjaxItem"
"3","Title","165938","AjaxItem"
"0","YearlyBonus","176291","AjaxItem"
"1.5w","SignBonus","176291","AjaxItem"
"2000股","Equity","176291","AjaxItem"
"123k","BaseSalary","176291","AjaxItem"
"new grad","Title","176291","AjaxItem"
"0","YearlyBonus","169514","AjaxItem"
"0","SignBonus","169514","AjaxItem"
"0","Equity","169514","AjaxItem"
"3500","BaseSalary","169514","AjaxItem"
"Intern","Title","169514","AjaxItem"
"~20%","YearlyBonus","176117","AjaxItem"
"20k","SignBonus","176117","AjaxItem"
"20k rsu + 30k/yr annual stock","Equity","176117","AjaxItem"
"126k","BaseSalary","176117","AjaxItem"
"SDE II","Title","176117","AjaxItem"
"15%","YearlyBonus","176009","AjaxItem"
"10%?","YearlyBonus","169225","AjaxItem"
"N/A","SignBonus","169225","AjaxItem"
"N/A","Equity","169225","AjaxItem"
"115000","BaseSalary","169225","AjaxItem"
"entry level","Title","169225","AjaxItem"
"10%","YearlyBonus","172837","AjaxItem"
"3000","SignBonus","172837","AjaxItem"
"600","Equity","172837","AjaxItem"
"90000","BaseSalary","172837","AjaxItem"
"entry level","Title","172837","AjaxItem"
"0","YearlyBonus","172891","AjaxItem"
"22k * 2yrs","SignBonus","172891","AjaxItem"
"53k/4yrs","Equity","172891","AjaxItem"
"100k","BaseSalary","172891","AjaxItem"
"new grad","Title","172891","AjaxItem"
"0","YearlyBonus","173242","AjaxItem"
"0","SignBonus","173242","AjaxItem"
"5000RSU","Equity","173242","AjaxItem"
"115k","BaseSalary","173242","AjaxItem"
"entry level","Title","173242","AjaxItem"
"15%","YearlyBonus","167000","AjaxItem"
"20K","SignBonus","167000","AjaxItem"
"250","Equity","167000","AjaxItem"
"115K","BaseSalary","167000","AjaxItem"
"SDE","Title","167000","AjaxItem"
"10%","YearlyBonus","170025","AjaxItem"
"10000","SignBonus","170025","AjaxItem"
"3075 share","Equity","170025","AjaxItem"
"100000","BaseSalary","170025","AjaxItem"
"new grad","Title","170025","AjaxItem"
"0-15%","YearlyBonus","170142","AjaxItem"
"3.5w","SignBonus","170142","AjaxItem"
"3w/3y","Equity","170142","AjaxItem"
"120k","BaseSalary","170142","AjaxItem"
"entry-level","Title","170142","AjaxItem"
"none","YearlyBonus","170285","AjaxItem"
"none","SignBonus","170285","AjaxItem"
"none","Equity","170285","AjaxItem"
"70000","BaseSalary","170285","AjaxItem"
"entry level","Title","170285","AjaxItem"
"no guaranteed","YearlyBonus","166533","AjaxItem"
"20000","SignBonus","166533","AjaxItem"
"55000 option/5 years","Equity","166533","AjaxItem"
"150000","BaseSalary","166533","AjaxItem"
"SDE","Title","166533","AjaxItem"
"15%","YearlyBonus","166213","AjaxItem"
